stats_type,popgrp,age_group_m3,Prov_En_1990,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,4,0_14,Beijing,0.00187020855252295,0.9994379669160712,0.9996220953836596,-38
within-group,7,0_14,Fujian,0.00576178991622385,1,0.9996220953836596,-38
within-group,10,0_14,Gansu,0.00347206328980528,0.9999576427571806,0.9996220953836596,-38
within-group,13,0_14,Guangdong,0.01715405353434751,1,0.9996220953836596,-38
within-group,16,0_14,Guangxi,0.00854635802776593,1,0.9996220953836596,-38
within-group,19,0_14,Guizhou,0.00666968621359777,1,0.9996220953836596,-38
within-group,22,0_14,Hainan,0.00143857438888176,1,0.9996220953836596,-38
within-group,25,0_14,Hebei,0.01047287258744416,0.999568843532324,0.9996220953836596,-38
within-group,28,0_14,Heilongjiang,0.00234773793585919,0.9967728415923306,0.9996220953836596,-38
within-group,31,0_14,Henan,0.0158942652598008,1,0.9996220953836596,-38
within-group,34,0_14,Hubei,0.0067778895560246,1,0.9996220953836596,-38
within-group,37,0_14,Hunan,0.00922473636990096,1,0.9996220953836596,-38
within-group,40,0_14,Inner Mongolia,0.0023695344847058,0.99170864820723,0.9996220953836596,-38
within-group,43,0_14,Jiangsu,0.00900905712673314,1,0.9996220953836596,-38
within-group,46,0_14,Jiangxi,0.00716065594808189,1,0.9996220953836596,-38
within-group,49,0_14,Jilin,0.00184261845024983,0.9985474730177604,0.9996220953836596,-38
within-group,52,0_14,Liaoning,0.00341922056900947,0.9985691993191488,0.9996220953836596,-38
within-group,55,0_14,Ningxia,0.00105941200851006,1,0.9996220953836596,-38
within-group,58,0_14,Qinghai,8.897853087352225e-4,0.9986429079242476,0.9996220953836596,-38
within-group,61,0_14,Shaanxi,0.00494501940169968,0.9997271193365384,0.9996220953836596,-38
within-group,64,0_14,Shandong,0.0132681820105458,0.9998896476847215,0.9996220953836596,-38
within-group,67,0_14,Shanghai,0.00175819768793889,1,0.9996220953836596,-38
within-group,70,0_14,Shanxi,0.00408244315435452,0.9990784176248492,0.9996220953836596,-38
within-group,73,0_14,Sichuan,0.01337774208945019,0.999986383047218,0.9996220953836596,-38
