stats_type,popgrp,age_group_m3,Prov_En,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,52,0_14,Neimenggu,0.00539920110087013,0.6437258006337604,0.9189972186946546,-10
within-group,55,0_14,Ningxia,0.00138936690749664,0.779728528485125,0.9189972186946546,-10
within-group,58,0_14,Qinghai,0.00121246590503282,0.7107500649823151,0.9189972186946546,-10
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9265858907366288,0.9189972186946546,-10
within-group,64,0_14,Shandong,0.01985728082783897,0.8913527088764398,0.9189972186946546,-10
within-group,67,0_14,Shanghai,0.00215114145344414,0.9753354039805564,0.9189972186946546,-10
within-group,70,0_14,Shanxi,0.0071604878943872,0.8285722786730194,0.9189972186946546,-10
within-group,73,0_14,Sichuan_Chongqing,0.02198023969698392,0.9913559272408496,0.9189972186946546,-10
within-group,76,0_14,Tianjin,0.00176456591592749,0.8412800041062598,0.9189972186946546,-10
within-group,79,0_14,Xinjiang,0.00443144600832027,0.7728662645979851,0.9189972186946546,-10
within-group,82,0_14,Xizang,6.912305121974087e-4,0.6731906058303643,0.9189972186946546,-10
within-group,85,0_14,Yunnan,0.01035317309808648,0.9972742521817478,0.9189972186946546,-10
within-group,88,0_14,Zhejiang,0.00853805721472757,0.991206045618352,0.9189972186946546,-10
within-group,1,0_14,Anhui,0.01410859002896082,0.9556879321201888,0.9104907528244484,-9
within-group,4,0_14,Beijing,0.00192930046313546,0.8186868075033682,0.9104907528244484,-9
within-group,7,0_14,Fujian,0.00836499261741459,0.9972516609598204,0.9104907528244484,-9
within-group,10,0_14,Gansu,0.00553588132726672,0.8109848887846058,0.9104907528244484,-9
within-group,13,0_14,Guangdong,0.01662764777845244,0.9969264122918712,0.9104907528244484,-9
within-group,16,0_14,Guangxi,0.01247369584553776,0.9964667297222772,0.9104907528244484,-9
within-group,19,0_14,Guizhou,0.00936294712703839,0.9944635531103472,0.9104907528244484,-9
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9104907528244484,-9
within-group,25,0_14,Hebei,0.01568965512254203,0.8421716087988533,0.9104907528244484,-9
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.6158432814344749,0.9104907528244484,-9
within-group,31,0_14,Henan,0.02215767763694521,0.9345203901563194,0.9104907528244484,-9
within-group,34,0_14,Hubei,0.01358416131756542,0.9776246491979904,0.9104907528244484,-9
within-group,37,0_14,Hunan,0.01500601692425047,0.9879183230371924,0.9104907528244484,-9
