"GBCounty","popgrp1","popgrp2","popgrp3","popgrp4","popgrp5","popgrp6","popgrp7","popgrp8","popgrp9","popgrp10","popgrp11","popgrp12","popgrp13","popgrp14","popgrp15","popgrp16","popgrp17","popgrp18","popgrp19","popgrp20","popgrp21","popgrp22","popgrp23","popgrp24","popgrp25","popgrp26","popgrp27","popgrp28","popgrp29","popgrp30","popgrp31","popgrp32","popgrp33","popgrp34","popgrp35","popgrp36","popgrp37","popgrp38"
360982,1.70241561199782e-06,1.37261318101732e-06,9.34343998666207e-06,7.73267625373322e-06,1.57807215716644e-05,1.28536347881701e-05,1.60347488270367e-05,1.27244561554666e-05,1.15892718580216e-05,8.91982067159521e-06,7.50968073694334e-06,6.52532512237572e-06,9.60612726210387e-06,9.14498119340247e-06,1.15466934260132e-05,1.18873208820806e-05,9.73025421643351e-06,9.9619097532929e-06,1.18418557767157e-05,1.21911432528526e-05,1.44485218176382e-05,1.47011057363322e-05,1.48295627006966e-05,1.53152454929283e-05,1.20634079568273e-05,1.2227948338148e-05,1.06345046453582e-05,1.09072952775477e-05,9.61839562386901e-06,9.91355797457147e-06,6.12263418914351e-06,6.06850906370907e-06,3.22297080253594e-06,3.51163813818627e-06,2.05531142983035e-06,2.87873500477292e-06,1.37982986440858e-06,2.5792426440357e-06
360681,2.09500318848227e-06,1.69086891857181e-06,9.73458422646827e-06,7.87556658488014e-06,1.56327795621436e-05,1.28226030495877e-05,2.02731069827227e-05,1.65557933678856e-05,1.47588392034623e-05,1.35341680319657e-05,9.26694314271473e-06,8.6708450945968e-06,1.02729488074561e-05,8.09206708661789e-06,1.35139613184702e-05,1.26746610400669e-05,1.19075275955761e-05,1.10826606839553e-05,1.41923295572485e-05,1.3363854303932e-05,1.69375559192831e-05,1.58651567673422e-05,1.7131684702508e-05,1.6168257469775e-05,1.37665452371643e-05,1.25858958343544e-05,1.0782446654879e-05,1.02599587773519e-05,9.55416714168681e-06,9.56571383511282e-06,6.70069052878329e-06,6.73533060906133e-06,3.4733897162126e-06,3.6523634643158e-06,2.57852097569658e-06,3.01440865252857e-06,1.38848988447809e-06,1.9420095005876e-06
360603,1.32714807565239e-06,1.08683251872349e-06,5.92273205920565e-06,5.09425680588921e-06,9.58592054860835e-06,8.11949048350467e-06,1.15697868128652e-05,9.52530040812178e-06,9.03095759582059e-06,6.40552817808083e-06,6.39181647963744e-06,4.8034244652215e-06,7.07740140180697e-06,5.84479187858006e-06,8.68888680307494e-06,7.96216678557524e-06,7.20802337118875e-06,6.63574037826197e-06,6.6451220666706e-06,6.97420282931198e-06,1.0272227139117e-05,1.02736704757953e-05,9.89695960277158e-06,1.00073748586578e-05,7.60277595269058e-06,7.48153567171744e-06,6.54120182583649e-06,6.22150275160374e-06,6.1363458875869e-06,6.09088078222197e-06,4.13082957315623e-06,4.56094390327522e-06,2.17366503744699e-06,2.38294885579348e-06,1.56457695922479e-06,1.79551082774505e-06,9.59818891037348e-07,1.38848988447809e-06
360602,9.51158870967839e-07,7.92391836360157e-07,5.50849443254743e-06,4.47867371261488e-06,8.27176250306022e-06,6.96337780422509e-06,9.04178262090747e-06,7.53782580216925e-06,6.76636234764374e-06,6.02809563671802e-06,4.65331745068333e-06,4.29464828613779e-06,5.90757702408401e-06,5.87077193878859e-06,8.58280155722345e-06,9.38241007697486e-06,7.34730536064003e-06,7.76587299733301e-06,7.44473058642202e-06,7.8604115497585e-06,8.89600561640406e-06,9.0453909626031e-06,8.59362658231033e-06,8.76827032037878e-06,7.56308419403866e-06,7.34802702897916e-06,5.21188874516671e-06,5.1527119413584e-06,4.07309610602616e-06,4.28310159271178e-06,2.64202778953965e-06,2.91265341671183e-06,1.53643189399888e-06,1.78396413431904e-06,1.16188602599258e-06,1.31993139226114e-06,7.85175152968899e-07,9.44663855915706e-07
210381,1.8972660635618e-06,1.80994419452757e-06,1.0404292445177e-05,1.0060056647414e-05,1.60491821938192e-05,1.50597749008777e-05,1.86125481343942e-05,1.70385894867608e-05,1.73655052443847e-05,1.47978092937751e-05,1.7762422830904e-05,1.38885071864765e-05,2.29115264305667e-05,1.93681348854589e-05,3.16198982787981e-05,2.95515968188634e-05,2.6933384084515e-05,2.51977717289173e-05,3.29795214297111e-05,3.08780232261767e-05,3.45354383688664e-05,3.34688125636384e-05,3.50622562564283e-05,3.5456287169591e-05,3.38527401200534e-05,3.46566786498395e-05,2.82540371451152e-05,2.90695223683274e-05,2.69514257929931e-05,2.86235313347476e-05,1.68718841004227e-05,1.86053314510029e-05,1.00578916423966e-05,1.0879871880661e-05,5.73221161767644e-06,5.97902218965747e-06,3.75267536345429e-06,4.6778541742136e-06
210304,8.6961034864662e-07,7.75071796221137e-07,4.86043626401244e-06,4.56238723995347e-06,6.64728707168798e-06,6.26552452029042e-06,5.73365495435469e-06,5.30787063427045e-06,7.4302972196395e-06,5.68602484397238e-06,9.86809286920654e-06,7.16544493918033e-06,8.30423757832088e-06,7.88133993159314e-06,1.40140774774844e-05,1.37918036290337e-05,1.40992343415013e-05,1.40025307840584e-05,1.22055766196351e-05,1.2543317402346e-05,1.3897167206546e-05,1.46960540579583e-05,1.79262415438855e-05,1.83772842558392e-05,2.21018145540675e-05,2.22952216689533e-05,1.94987568548407e-05,1.97195873666132e-05,1.36106648759131e-05,1.50366815140257e-05,6.99946122118139e-06,8.45506626119818e-06,4.66197747075284e-06,6.27779288205556e-06,3.89556569460121e-06,5.68746818065063e-06,2.86285830131215e-06,3.94752581501827e-06
210311,1.47942009520794e-07,1.50828682877298e-07,7.34658369230091e-07,7.05069967325932e-07,1.24992956336593e-06,1.07384248861923e-06,1.29611633706998e-06,1.20374278966188e-06,1.40075824624323e-06,1.19147442789674e-06,1.21817615644439e-06,9.42498850898329e-07,1.59633036614633e-06,1.39137655783459e-06,2.05531142983035e-06,1.96149454574399e-06,1.81860421459708e-06,1.85901764158813e-06,2.47893074489721e-06,2.24294519800307e-06,2.87440499473816e-06,2.75460805044328e-06,3.44019297261281e-06,3.37091281205673e-06,3.77649041864545e-06,3.63504342417678e-06,3.34998443022208e-06,3.39833620894351e-06,3.24534252104884e-06,3.34565442018733e-06,1.87345100837064e-06,2.09500318848227e-06,1.09477087045388e-06,1.22322783481827e-06,5.93933043100555e-07,6.66821545352263e-07,3.89700903127946e-07,5.15992862474966e-07
210321,5.21766209187972e-07,4.6331107371878e-07,2.58862433244434e-06,2.3807838507761e-06,3.7779337553237e-06,3.56143325358595e-06,4.85754959065593e-06,4.53496384306669e-06,4.09979783457382e-06,3.61988838905514e-06,5.00116159014197e-06,4.22536812558171e-06,6.15005758603029e-06,5.48612271403453e-06,8.06392202139198e-06,7.50895906860422e-06,6.39325981631569e-06,5.82458516508454e-06,8.33021763852941e-06,7.72978958037672e-06,9.86953620588479e-06,9.65808738252093e-06,1.17502038976467e-05,1.18353607616635e-05,1.06258446252887e-05,1.048439763082e-05,8.4110444925115e-06,8.84188049096962e-06,8.26454581966896e-06,9.14209452004596e-06,5.18374367994081e-06,5.81736848169328e-06,2.98554191896354e-06,2.99131526567655e-06,1.69519892860656e-06,1.63385711978087e-06,1.2210628298009e-06,1.52127685887724e-06
210302,6.76203233760899e-07,7.09399977360687e-07,4.44908531071072e-06,4.261451542538e-06,6.33336134416825e-06,5.96531049121408e-06,5.8123168033194e-06,5.44137927700873e-06,4.74929933978706e-06,4.95858315813355e-06,5.98696054138785e-06,6.99801788450313e-06,8.24794744786906e-06,7.54865082725614e-06,1.25685757942154e-05,1.28853881950916e-05,1.36236549060173e-05,1.42464546826829e-05,1.23787770210253e-05,1.34908679316182e-05,1.4550998721794e-05,1.55663860749441e-05,1.69454942710135e-05,1.76801526402436e-05,2.08287916038496e-05,2.11708623965952e-05,1.84768744866385e-05,1.88831737615664e-05,1.44225417574296e-05,1.54862808893011e-05,7.00090455785964e-06,8.2125856992519e-06,4.78321775172597e-06,6.26552452029042e-06,3.92587576484449e-06,5.9407737676838e-06,3.29802430980502e-06,4.41661023545005e-06
210303,5.30426229257482e-07,5.21044540848846e-07,3.23884750599671e-06,3.17894903384926e-06,4.64754410397032e-06,4.16186131173864e-06,4.44908531071072e-06,4.19505805533843e-06,5.43416259361747e-06,6.74471229746997e-06,5.06250339896767e-06,5.42045089517408e-06,7.57318755078642e-06,6.64440039833148e-06,1.23975403978426e-05,1.16578303502386e-05,1.1774740621177e-05,1.06799697507231e-05,1.04865626358374e-05,1.01257284662745e-05,1.1494011637257e-05,1.15827768429695e-05,1.3650356634565e-05,1.3856753779555e-05,1.63696029363911e-05,1.62981577708177e-05,1.47047140780278e-05,1.51579217949988e-05,1.04973876609243e-05,1.15899935263608e-05,5.44643095538261e-06,6.55491352427988e-06,3.31895269163967e-06,4.29176161278129e-06,2.39377388088036e-06,3.55782491189032e-06,1.99902129937854e-06,2.83687824110362e-06
210323,8.08990208160051e-07,7.67855112829879e-07,4.02763100066123e-06,3.8226771923495e-06,6.61769866978382e-06,5.97324884294446e-06,7.90587665512342e-06,7.13802154229354e-06,7.14740323070218e-06,6.21212106319511e-06,5.68602484397238e-06,5.04013168045477e-06,7.78247136913291e-06,6.74182562411347e-06,1.04468708771855e-05,9.73963590484215e-06,8.87796390792591e-06,8.39877613074636e-06,1.06662580522797e-05,1.02527420939606e-05,1.23434152724081e-05,1.16708203803429e-05,1.5187510196903e-05,1.49688446901479e-05,1.43070748231695e-05,1.4384293335456e-05,1.2021551193158e-05,1.21399048007746e-05,1.18216490632202e-05,1.15957668730738e-05,7.51761908867373e-06,7.44545225476115e-06,4.61651236538791e-06,4.59847065690976e-06,2.53233420199252e-06,2.6629561713743e-06,1.84602761148386e-06,2.33964875544593e-06
210521,3.43514129423893e-07,3.27637425963125e-07,1.76520075750177e-06,1.66128051666765e-06,2.68027621151332e-06,2.43923898624529e-06,3.19193906395353e-06,2.82893988937324e-06,3.04832706446749e-06,2.66800784974818e-06,2.45295068468868e-06,2.18088172083825e-06,4.15247962333e-06,3.78659377539321e-06,6.83131249816507e-06,6.18541933464745e-06,4.61939903874441e-06,4.22464645724258e-06,6.10675748568274e-06,5.79138842148475e-06,7.55225916895177e-06,7.536382465491e-06,8.81806543577847e-06,8.90755230983007e-06,8.96672911363839e-06,9.05044264097698e-06,7.57896089749942e-06,7.77525468574165e-06,6.88976763363426e-06,7.02327627637254e-06,4.23547148232947e-06,4.89363300761223e-06,2.6629561713743e-06,2.94007681359861e-06,1.1792060661316e-06,1.43034664814739e-06,7.67133444490753e-07,1.10343089052339e-06
210522,4.85682792231681e-07,4.3227933513637e-07,2.4450123329583e-06,2.34975211219369e-06,3.49359642970812e-06,3.19915574734479e-06,3.44596631932582e-06,3.20420742571867e-06,2.82100153764285e-06,2.57563430234007e-06,2.03871305803046e-06,1.84674927982299e-06,3.89195735290558e-06,3.67257017781133e-06,6.64728707168798e-06,6.36367141441153e-06,4.97373819325519e-06,5.03074999204613e-06,6.5080050822367e-06,6.2648028519513e-06,7.31122194368374e-06,6.79162073951315e-06,9.14137285170684e-06,8.68455679304019e-06,8.61671996916236e-06,8.62970999926663e-06,7.59267259594281e-06,7.31916029541413e-06,6.52893346407135e-06,6.76347567428724e-06,4.20949142212094e-06,4.55877889825784e-06,2.08201315837801e-06,2.58140764905308e-06,9.42498850898329e-07,1.06951247858447e-06,5.95376379778806e-07,8.40743615081587e-07
210504,6.58161525282753e-07,5.74447997944157e-07,3.50442145479501e-06,3.34060274181345e-06,4.94270645467278e-06,4.60135733026627e-06,4.64682243563119e-06,4.29176161278129e-06,5.13250522786287e-06,3.59535166552486e-06,3.77143874027157e-06,3.26338422952698e-06,5.574887919747e-06,5.74303664276332e-06,1.04742942740722e-05,1.09044086041912e-05,1.0272227139117e-05,1.04086224552118e-05,1.00939750593529e-05,1.01704719033003e-05,1.14240098083618e-05,1.19602093843323e-05,1.26941460852233e-05,1.37961336390684e-05,1.5365040608328e-05,1.61516590979751e-05,1.26306392713802e-05,1.34237527760795e-05,1.00997484060659e-05,1.10025554983123e-05,5.1945687050277e-06,5.86644192875384e-06,3.10966887329318e-06,4.43681694894558e-06,2.21985181115104e-06,3.68123019788084e-06,1.87850268674452e-06,2.56625261393144e-06
210505,4.04134269910463e-08,4.9795115399682e-08,2.74233968867814e-07,2.69182290493933e-07,4.27949325101615e-07,4.38052681849376e-07,5.12384520779336e-07,4.94342812301191e-07,5.75169666283283e-07,5.11662852440211e-07,5.85994691370171e-07,4.62589405379654e-07,8.94147072176898e-07,6.97853283934674e-07,1.19724777460975e-06,1.0226040365413e-06,1.01322234813266e-06,8.36413605046832e-07,1.23982620661817e-06,1.08033750367136e-06,1.75654073743226e-06,1.56602029590304e-06,2.3555254589067e-06,2.29562698675925e-06,2.88595168816418e-06,2.79285647241695e-06,2.50779747846224e-06,2.4507856796713e-06,1.73705569227586e-06,1.80128417445806e-06,1.0449757550542e-06,1.11930759398416e-06,6.26408118361217e-07,8.24866911620819e-07,4.19289305032105e-07,5.70117987909403e-07,3.00935697415469e-07,4.17124300014727e-07
210502,2.08562150007364e-07,2.17943838415999e-07,1.41735661804312e-06,1.31632305056551e-06,2.4507856796713e-06,2.26315191149859e-06,2.8361565727645e-06,2.58501599074871e-06,2.14912831391671e-06,1.7911808177103e-06,2.48253908659284e-06,1.92468946044858e-06,3.29802430980502e-06,2.90976674335533e-06,5.15776361973228e-06,4.9629131681683e-06,5.49622607078229e-06,5.50272108583442e-06,5.87077193878859e-06,5.9212887225274e-06,7.11781482879802e-06,7.23400343139728e-06,8.50774804995436e-06,8.8721905612129e-06,1.02484120839259e-05,1.02707838024388e-05,8.19526565911288e-06,8.76105363698753e-06,6.39470315299394e-06,7.08317474851998e-06,3.35287110357859e-06,3.85876060930579e-06,2.05458976149123e-06,3.0793588030499e-06,1.51189517046861e-06,2.65429615130479e-06,1.30838469883512e-06,1.87200767169239e-06
210503,1.97737124920476e-07,1.93407114885721e-07,1.18137107114898e-06,1.08683251872349e-06,1.83736759141435e-06,1.61437207462447e-06,1.64973382324164e-06,1.60643372289409e-06,3.76061371518468e-06,5.37282078479177e-06,5.09858681592396e-06,5.82530683342367e-06,3.17101068211888e-06,2.92059176844222e-06,4.66775081746584e-06,4.22464645724258e-06,4.2780499143379e-06,3.5599899169077e-06,3.93237077989663e-06,3.68483853957647e-06,5.07477176073281e-06,5.26024052388815e-06,7.26287016496231e-06,7.43679223469164e-06,9.32828495154043e-06,9.4560202475657e-06,8.23279241274742e-06,8.299185899947e-06,5.68818984898976e-06,5.8512868936322e-06,2.81450652259072e-06,3.21647578748381e-06,1.69231225525006e-06,2.46088903641907e-06,1.17198938274034e-06,2.08562150007364e-06,1.00167565470665e-06,1.49890514036434e-06
211381,7.61360097777746e-07,7.04348298986806e-07,4.28237992437265e-06,3.91721574477498e-06,6.61842033812295e-06,5.97180550626621e-06,6.97059448761635e-06,6.14861424935204e-06,6.0331473150919e-06,5.47241101559114e-06,5.3093139709487e-06,4.91383972110775e-06,7.44906059645678e-06,6.90997434712978e-06,9.52097039808702e-06,8.83610714425661e-06,8.42980786932877e-06,8.02711693609656e-06,1.11252391159637e-05,1.02570721039954e-05,1.37586068854339e-05,1.31646738423333e-05,1.79096431720856e-05,1.79717066492504e-05,1.82437756131009e-05,1.83101691003005e-05,1.54718475225186e-05,1.59921703950283e-05,1.21644415243049e-05,1.22957851620258e-05,6.76275400594811e-06,7.36895541081381e-06,4.43970362230208e-06,5.36488243306139e-06,2.73440133694775e-06,3.87319397608831e-06,1.61004206458972e-06,2.43707398122791e-06
211321,8.0393852978617e-07,7.73628459542885e-07,3.96917586519204e-06,3.58308330375973e-06,7.65617940978589e-06,7.01533792464215e-06,1.10501856086946e-05,9.95180639654514e-06,7.50318572189121e-06,6.60759531303606e-06,5.98407386803135e-06,5.35550074465275e-06,7.29101523018822e-06,6.30088626890759e-06,9.57509552352146e-06,7.98453850408814e-06,7.16327993416295e-06,6.16665595783018e-06,9.53684710154779e-06,8.59723492400596e-06,1.26313609397193e-05,1.15611267927957e-05,1.48295627006966e-05,1.41302660800837e-05,1.34288044544534e-05,1.38719088146766e-05,1.25245540255287e-05,1.23932103878078e-05,1.11100840808421e-05,1.09794621114603e-05,6.91646936218192e-06,7.2931802352056e-06,4.42527025551956e-06,4.66919415414409e-06,2.27109026322897e-06,2.85058993954701e-06,1.2434345483138e-06,1.88716270681403e-06
211322,9.80747272871997e-07,9.14353785672421e-07,5.41612088513932e-06,5.04013168045477e-06,8.75022861190064e-06,7.36390373243993e-06,9.92510466799748e-06,7.42019386289174e-06,8.15918224215659e-06,6.11541750575225e-06,5.88087529553636e-06,4.74569099809143e-06,8.53805812019765e-06,7.52627910874324e-06,1.05782145149064e-05,1.00954183960312e-05,9.76128595501592e-06,9.26694314271473e-06,1.23491886191211e-05,1.16325719583692e-05,1.50994666595297e-05,1.4522131988229e-05,1.86847149683068e-05,1.7734277765678e-05,1.57684532098993e-05,1.70847762604648e-05,1.36222115693391e-05,1.55476226981268e-05,1.03480023147252e-05,1.15647351344914e-05,5.78200673307612e-06,6.83059082982594e-06,3.44596631932582e-06,4.24701817575549e-06,2.13469494713419e-06,3.03678037104148e-06,1.1792060661316e-06,1.86262598328376e-06
211324,9.51158870967839e-07,8.51568640168475e-07,4.68867919930049e-06,4.36537178337212e-06,7.03770964315505e-06,6.00067223983124e-06,6.94894443744258e-06,5.69324152736364e-06,5.76613002961535e-06,4.59774898857064e-06,4.47723037593662e-06,3.84071890082765e-06,7.00018288952051e-06,6.51738677064533e-06,8.33959932693804e-06,8.00691022260104e-06,6.84213752325196e-06,6.2034610431256e-06,9.08941273128978e-06,8.3410426636163e-06,1.11569925228853e-05,1.07716216297921e-05,1.29799267475171e-05,1.26890944068494e-05,1.20749546502533e-05,1.21860915744787e-05,1.07636832780617e-05,1.10068855083471e-05,8.06680869474848e-06,8.80724041069158e-06,4.76373270656958e-06,5.24075547873175e-06,3.2107024407708e-06,3.94896915169652e-06,1.75365406407576e-06,2.40820724766288e-06,9.46828860933084e-07,1.45777004503417e-06
211382,1.26508459848757e-06,1.18064940280985e-06,6.54769684088862e-06,5.9212887225274e-06,1.07268781927663e-05,9.66169572421656e-06,1.25541424274329e-05,1.07658482830791e-05,1.04050141135162e-05,8.04155030287908e-06,7.06657637672009e-06,5.72643827096343e-06,1.06063595801323e-05,8.91982067159521e-06,1.44456351442817e-05,1.22835168002607e-05,1.19991794746451e-05,1.04136741335857e-05,1.42666613961785e-05,1.26068242161891e-05,1.80583068499455e-05,1.64634198204775e-05,2.1336124446255e-05,1.9729690723361e-05,1.89769906456527e-05,1.79161381871378e-05,1.65189882825902e-05,1.68697190954053e-05,1.18505157967852e-05,1.28399230897267e-05,6.79739408622615e-06,7.56091918902128e-06,4.43320860724995e-06,5.28910725745318e-06,2.74306135701726e-06,3.58669164545535e-06,1.63674379313737e-06,2.28985364004625e-06
211303,5.66509646213773e-07,5.53519616109508e-07,3.1212155667192e-06,2.91409675339009e-06,4.38774350188502e-06,4.04639437747851e-06,4.51475712957117e-06,3.98072255861806e-06,5.15126860468015e-06,3.86381228767967e-06,3.32183936499618e-06,3.15008230028423e-06,5.50632942753005e-06,5.19962038340158e-06,7.61143597276009e-06,7.11853649713715e-06,4.81497115864751e-06,4.36248511001562e-06,5.82169849172804e-06,5.50127774915617e-06,6.9662644775816e-06,6.87244759349524e-06,7.22317840631039e-06,7.23328176305815e-06,6.58378025784491e-06,6.86811758346049e-06,5.29415893582706e-06,5.73076828099818e-06,4.4570236624411e-06,4.69228754099612e-06,2.71491629179136e-06,3.02523367761546e-06,1.69231225525006e-06,1.93912282723109e-06,9.57653886019971e-07,1.22034116146177e-06,4.94342812301191e-07,7.83731816290647e-07
211302,1.16188602599258e-06,1.1568343476187e-06,6.59821362462743e-06,6.0916024505611e-06,9.24601476088008e-06,8.33093930686853e-06,8.27031916638196e-06,7.35163537067479e-06,7.85319486636724e-06,8.61311162746673e-06,6.39831149468957e-06,6.90059265872115e-06,9.46395859929608e-06,1.0077376687553e-05,1.45481120484375e-05,1.54314340955275e-05,1.14204014666662e-05,1.16960787722123e-05,1.30607536014992e-05,1.37773702622511e-05,1.55512310398224e-05,1.67087870557802e-05,1.41815045321616e-05,1.51261683880773e-05,1.34533411779836e-05,1.4109337698249e-05,1.05226460527937e-05,1.13179245625103e-05,8.27897918645147e-06,9.53756876988692e-06,5.20106372007983e-06,6.10964415903924e-06,3.61122836898563e-06,4.57321226504036e-06,2.22851183122055e-06,3.10750386827581e-06,1.43756333153865e-06,2.01994968121319e-06
210211,4.51692213458854e-06,4.39712519029366e-06,2.60529487107814e-05,2.45482702237041e-05,3.24101251101408e-05,2.97608806372099e-05,2.42105294409932e-05,2.18297455902171e-05,2.74262835601379e-05,2.27830694662023e-05,4.11495286969546e-05,3.51127730401671e-05,3.92840160403143e-05,3.95755700493212e-05,6.61964717429946e-05,6.82503398361467e-05,6.24863748115488e-05,6.35205255415161e-05,5.29646827451226e-05,5.1636091332792e-05,5.40652269622895e-05,5.1727743211861e-05,4.75961919703656e-05,4.63960575223993e-05,4.70094756106563e-05,4.7586810281957e-05,4.45464215692199e-05,4.76698021409564e-05,3.65539447134013e-05,3.97242337271811e-05,1.90664775197043e-05,2.07667281266848e-05,1.09397703528084e-05,1.31581788272812e-05,7.4887523551087e-06,1.02534637622997e-05,6.16665595783018e-06,9.061989334403e-06
210213,3.72164362487188e-06,3.52607150496879e-06,2.19913992981813e-05,2.08554933323972e-05,2.79899065329952e-05,2.61857356851806e-05,2.19950076398769e-05,2.02096001688796e-05,2.71491629179136e-05,2.43635231288879e-05,3.13290659381304e-05,3.07914230254816e-05,3.53653569588611e-05,3.38238733864883e-05,6.37132109880627e-05,6.27591654437383e-05,4.83589954048216e-05,4.78581575774683e-05,4.46164233981151e-05,4.3784339803103e-05,4.74691783426795e-05,4.67908101039012e-05,4.2522863546311e-05,4.23835815568598e-05,3.83205888075814e-05,3.96874286418857e-05,3.33302522425263e-05,3.53971103657826e-05,3.04948173381009e-05,3.19684640865958e-05,1.86717249382025e-05,2.09846719651008e-05,1.07853333282355e-05,1.20374278966188e-05,6.32470132409874e-06,7.20080668779749e-06,4.56238723995347e-06,6.01221893325726e-06
210212,8.19093564907812e-07,7.67133444490753e-07,4.46857035586711e-06,4.31918500966807e-06,5.49478273410404e-06,5.0855967858197e-06,4.62950239549217e-06,4.20443974374706e-06,8.00185854422716e-06,8.55609982867579e-06,9.47767029773947e-06,1.23852720360774e-05,7.82577146948046e-06,7.58329090753418e-06,1.32931308066977e-05,1.27338378438752e-05,1.04259424953508e-05,9.99438482855356e-06,9.43220519237454e-06,9.13848617835033e-06,1.23361985890169e-05,1.18635058268895e-05,1.19638177260279e-05,1.15019499889874e-05,1.1241427718563e-05,1.13691630145883e-05,1.03761473799511e-05,1.08409017903482e-05,9.64942736245142e-06,9.98933315017968e-06,5.85778190868433e-06,6.41057985645471e-06,3.58019663040322e-06,3.98144422695718e-06,2.17943838415999e-06,2.45944569974081e-06,1.38488154278246e-06,2.01994968121319e-06
210214,1.0060056647414e-06,1.05652244848021e-06,6.21212106319511e-06,5.83541019017143e-06,8.14258387035669e-06,7.7990697409328e-06,7.73556292708973e-06,7.28452021513609e-06,6.21572940489074e-06,5.88304030055373e-06,6.94317109072957e-06,6.31676297236835e-06,9.75118259826816e-06,9.10384609807229e-06,1.5537519341379e-05,1.48728628010441e-05,1.15697868128652e-05,1.19977361379669e-05,1.3788195287338e-05,1.41843912055181e-05,2.16204617718706e-05,2.17424237211829e-05,2.45598169171301e-05,2.43512547671227e-05,2.38901086984213e-05,2.42747579231754e-05,2.13375677829333e-05,2.10539521256568e-05,1.91494693787038e-05,1.94734984629713e-05,1.32815841132717e-05,1.43049098181521e-05,8.47888131638933e-06,8.34970268368581e-06,5.32302566939209e-06,4.98672822335946e-06,3.22657914423157e-06,3.76783039857594e-06
210204,1.41807828638225e-06,1.34807645748704e-06,7.41081217448311e-06,7.05430801495495e-06,1.03148055711254e-05,9.48921699116548e-06,7.92969171031458e-06,7.21018837620613e-06,7.30111858693598e-06,7.52844411376062e-06,1.34526195096445e-05,1.55007142560836e-05,1.29698233907693e-05,1.41194410549968e-05,1.87323450786891e-05,2.05682693334252e-05,1.96741222612483e-05,2.19517075395294e-05,1.67737372063016e-05,1.86010014409682e-05,1.82048055227881e-05,2.00955765712977e-05,1.71987998580467e-05,1.84999678734905e-05,2.01280516465584e-05,2.01035149230281e-05,1.96719572562309e-05,2.05588876450165e-05,1.63234161626871e-05,1.78403630115295e-05,9.33333662991431e-06,1.02476904155867e-05,6.06850906370907e-06,7.37905876756157e-06,4.65764746071808e-06,6.73460894072221e-06,4.53063383303194e-06,6.81615746304343e-06
210281,1.7298390088846e-06,1.6822088985023e-06,9.61695228719076e-06,8.99270917384692e-06,1.42998581397782e-05,1.36041698608609e-05,1.24819755935203e-05,1.18591758168547e-05,9.78004933183319e-06,8.82889046086535e-06,1.20626862884882e-05,8.62465832089275e-06,1.58449500538466e-05,1.31589004956203e-05,2.57014962296272e-05,2.33387540873292e-05,1.91328710069039e-05,1.80258317746849e-05,2.19683059113293e-05,2.08583800057537e-05,2.98265524560704e-05,2.80685683819599e-05,3.36687146935763e-05,3.24238368085842e-05,3.3437780825056e-05,3.26244606068612e-05,2.94029331410035e-05,2.96324236728455e-05,2.51696266636914e-05,2.51999367339347e-05,1.72839567220635e-05,1.81809904675969e-05,1.05399660929327e-05,1.12695727837889e-05,6.86378757342573e-06,7.77741969075903e-06,4.40217686866754e-06,5.80365678324989e-06
210203,5.91046369744051e-07,5.27539555900979e-07,3.1883307222579e-06,3.03172869266759e-06,4.76517604324783e-06,4.27516324098139e-06,3.94536081000089e-06,3.59174332382924e-06,2.81234151757334e-06,2.43635231288879e-06,4.13660291986923e-06,4.37836181347639e-06,6.02015728498764e-06,6.43583824832412e-06,9.37375005690535e-06,1.01372751597005e-05,9.79953437698959e-06,1.02693404657605e-05,8.07979872485275e-06,8.740846923492e-06,9.13848617835033e-06,9.42138016728766e-06,8.42475619095489e-06,8.56836819044093e-06,9.39467843874e-06,9.51880539306964e-06,9.29220153458413e-06,9.66891240760782e-06,7.65184939975113e-06,8.18877064406075e-06,3.88257566449694e-06,4.37114513008513e-06,2.63625444282664e-06,3.28647761637901e-06,2.03726972135221e-06,3.05770875287612e-06,1.99541295768291e-06,3.26627090288349e-06
210224,8.58785323559733e-08,1.15466934260132e-07,5.53519616109508e-07,4.97229485657694e-07,7.00739957291177e-07,6.52388178569747e-07,9.06415433942037e-07,7.8661848964715e-07,7.13729987395442e-07,5.85994691370171e-07,7.11564982378064e-07,5.41251254344369e-07,1.12941095073192e-06,9.30952157472315e-07,1.98891794263078e-06,1.60138204452021e-06,1.62303209469398e-06,1.37694319105208e-06,2.00695965110892e-06,1.83015090802309e-06,2.88811669318156e-06,2.4926424433406e-06,3.20565076239692e-06,2.80728983919946e-06,2.43635231288879e-06,2.25304855475083e-06,1.89365772186617e-06,1.99469128934378e-06,1.66488885836328e-06,1.86118264660551e-06,1.05002743342808e-06,1.16044268931433e-06,7.32493364212713e-07,8.299185899947e-07,4.41661023545005e-07,4.58981063684025e-07,2.85058993954701e-07,4.30114330118992e-07
