utci_thres,year_1990_time_2G_apr2sep,year_2020_time_2G_apr2sep,cdf_percpoint_chg_time_2G_apr2sep,cdf_percent_chg_time_2G_apr2sep,year_1990_time_3G_oct2mar,year_2020_time_3G_oct2mar,cdf_percpoint_chg_time_3G_oct2mar,cdf_percent_chg_time_3G_oct2mar
7,0.9128191705306428,0.9317071531401856,0.01888798260954283,0.02069192148819882,0.46615078230229634,0.5029391215338259,0.036788339231529577,0.07891939824670836
8,0.9008577111549864,0.9217115970402852,0.020853885885298795,0.02314892310636061,0.4362131646410654,0.4719527104234728,0.0357395457824074,0.08193137823296875
9,0.8876718225601938,0.9108105334069138,0.023138710846719923,0.02606674027343125,0.40579083910424696,0.44131004951197855,0.035519210407731594,0.08753083358445844
10,0.8729514562685149,0.8987664439891767,0.02581498772066182,0.029572077044248926,0.3757695876973794,0.41048875274681823,0.03471916504943884,0.09239482434485735
11,0.8562593089790768,0.8855601612583937,0.02930085227931689,0.03421960143621969,0.3462028284109592,0.37975781865154673,0.03355499024058756,0.09692292346253217
12,0.8378469685279262,0.87087757225491,0.033030603726983854,0.03942319417234117,0.3166910445783961,0.34852128852202846,0.031830243943632375,0.1005088223634719
13,0.8174909513593863,0.8544527188672545,0.03696176750786817,0.045213671718818814,0.28772315203968996,0.3170662276770373,0.029343075637347338,0.10198371396021551
14,0.7956188414461183,0.8359960368007727,0.04037719535465445,0.05074942076694009,0.25941592455785933,0.28559883405820646,0.02618290950034713,0.10093023219361914
15,0.7720467011484462,0.8150656061349636,0.04301890498651739,0.05572059944369334,0.23234249918852032,0.2550458534597889,0.0227033542712686,0.09771502996895687
16,0.7464943448721835,0.7916877886531147,0.045193443780931264,0.06054090575685391,0.20597578119616763,0.225840035844449,0.01986425464828137,0.09643975875670067
17,0.718574031227977,0.7652411674488235,0.046667136220846506,0.06494408953395749,0.1810636003268081,0.19803074358498432,0.01696714325817622,0.09370819550451677
18,0.6880725802037491,0.7359126961986594,0.04784011599491034,0.06952771752762496,0.15788133434709586,0.1720574428756599,0.014176108528564046,0.08978964224737569
19,0.6556369123295697,0.7035911023909964,0.04795419006142676,0.07314138231027721,0.13649474532032385,0.1477954280468113,0.01130068272648746,0.0827920715919663
20,0.6213333899205107,0.6690395418477907,0.047706151927280005,0.07678028044393882,0.11666436501673472,0.12540022969342943,0.00873586467669471,0.07488031735690337
21,0.5848993890522501,0.6324260823225903,0.0475266932703402,0.0812561855250879,0.0987973375013258,0.10518756562408944,0.006390228122763644,0.06468016532002081
22,0.5462422478931702,0.5944150109703936,0.0481727630772234,0.08818937616602049,0.08250331999182267,0.08694749198070259,0.004444171988879919,0.053866583663789575
23,0.5057274578689755,0.5548981189451576,0.049170661076182065,0.0972275883207458,0.067881110511312,0.07059628157621148,0.002715171064899477,0.03999891935249069
24,0.4628898709348512,0.5136611013065335,0.05077123037168235,0.10968317424864991,0.05448983541624749,0.05609897349543502,0.0016091380791875345,0.029530977050955275
25,0.4170143391789793,0.4699312715778598,0.05291693239888051,0.12689475499347033,0.04248389183642953,0.04364888999544448,0.0011649981590149475,0.027422114798248607
26,0.36861276327930864,0.4220500715535443,0.05343730827423565,0.14496868691913592,0.03224042465819053,0.0330304774422506,7.900527840600732e-4,0.02450503653212161
27,0.32003035425695686,0.3701071119645733,0.05007675770761644,0.15647502507655603,0.02359424915046161,0.0242534569435537,6.592077930920905e-4,0.027939341866244274
28,0.27471496629437697,0.3172690439026698,0.04255407760829283,0.15490265485824697,0.01669718477513556,0.01727272061321135,5.755358380757913e-4,0.03446903450052518
29,0.23448827651241289,0.2686261785095845,0.034137901997171594,0.14558468553273055,0.01153109170321215,0.01188268773063563,3.515960274234793e-4,0.030491130976396382
30,0.19966208493144524,0.22772592019292992,0.028063835261484676,0.1405566573699784,0.00764775521641135,0.00784140658156399,1.936513651526403e-4,0.02532133412652683
31,0.16889429768426606,0.19279929509900484,0.023904997414738782,0.1415382149812257,0.00477096988488734,0.00497233409757157,2.0136421268422949e-4,0.04220613785932217
32,0.14097162484964404,0.1617082433567805,0.020736618507136456,0.14709781865147323,0.0026519990120532,0.00302599381642127,3.7399480436806987e-4,0.14102373442383748
33,0.11466869857767678,0.13283129061213528,0.018162592034458497,0.15839189124619849,0.00131296415764292,0.00177402165819691,4.6105750055398993e-4,0.35115772039177123
34,0.09039992234209748,0.10590308883114125,0.015503166489043763,0.17149535184748982,5.856628247059999e-4,9.777851021463054e-4,3.921222774403055e-4,0.6695358846400215
35,0.06852893731995104,0.08063711862069906,0.01210818130074802,0.17668713063821184,2.159393749635769e-4,5.270511595805363e-4,3.1111178461695944e-4,1.4407367098725534
36,0.04943493319932864,0.05782595492966896,0.008391021730340321,0.16973870878931982,6.2475289118324e-5,2.44507552368824e-4,1.820322632505e-4,2.913668200970517
37,0.03343980284322087,0.03841333265256949,0.00497352980934862,0.14873083530625197,1.6809793759425943e-5,9.682620763193484e-5,8.00164138725089e-5,4.76010681735107
38,0.02088730973850424,0.02309530665038996,0.00220799691188572,0.10570997124706003,3.9740857222800124e-6,1.882670362040773e-5,1.4852617898127717e-5,3.737367267862172
39,0.01170872245736727,0.012485575104721,7.768526473537294e-4,0.06634819897579212,1.3986179863852146e-6,3.622257876495541e-6,2.2236398901103267e-6,1.5898836649866166
40,0.00585276108078725,0.00586519010036958,1.2429019582330114e-5,0.0021236164283436453,1.77570239944798e-7,7.712147170675047e-7,5.936444771227067e-7,3.343152981644083
